amount,amount_to_balance_ratio,amount_to_avg_ratio,txns_last_1h,txns_last_24h,amount_sent_last_1h,amount_sent_last_24h,unique_recipients_24h,is_new_recipient,hour_of_day,is_night,is_weekend,account_age_days,is_round_amount,is_blacklisted,balance_after_ratio,vpa_risk_score,ifsc_is_valid,amount_zscore,sender_has_vpa,label
17173.636241599044,1.27598428323514,17.889754243327296,0,3,29903.11743932678,2675.9889535631933,1,1,13,0,1,52,1,0,0.0,0,1,-2.6130756077666177,0,1
376.74813598084256,0.11009518149953618,0.7889346049068517,0,1,30.70993122913049,1139.304559016045,1,1,14,0,1,100,0,0,0.9835074179652742,0,0,-2.9122132051454344,1,0
81.19105974685635,0.23199847484489314,3.908007049725321,1,4,7062.953428365456,672.1746420094959,2,1,13,0,0,47,0,0,0.9741873849768276,0,1,-2.6387214182613516,0,0
1160.732232335257,0.09528149471251632,6.355385873463426,0,1,0.0,466.87474395043205,1,1,15,0,0,78,0,0,0.9664664573322143,0,1,-1.8450816882854517,1,0
1894.6873813610468,0.171443115545084,4.6721361871180935,0,1,0.0,6045.61438061887,1,0,18,0,0,136,0,0,0.915426243089437,0,1,-1.75300318344606,0,0
934.7749889643362,0.03682117375958721,1.521611662135303,0,0,2554.7819354649077,8214.793148240684,7,1,17,0,0,243,0,0,0.7859766741088499,0,0,-1.8143798717318793,1,0
2327.726049811425,0.34786604890755923,2.019030179380699,0,1,36847.63373096889,1980.8707294579149,1,1,18,0,0,125,0,0,0.7496393129750671,0,1,-2.1643911276702252,1,0
907.8316544509312,0.2163933292776102,6.306860587643615,0,2,1445.9924849152335,2193.388824497752,3,1,18,0,0,778,0,0,0.9552458316662087,0,1,-2.6015130739425762,1,0
122.33078304572177,0.03772761057177183,4.367943558033752,0,5,12.066639976431965,9170.359539244819,1,0,21,0,0,1044,0,0,0.973848477313559,0,0,-1.809402608403592,1,0
209.8197799181495,0.34004008640650746,2.7898047818650142,0,13,0.0,242.12035068621333,1,1,13,0,0,89,0,0,0.9053665796084108,0,1,-2.1300372968330175,0,0
23.365931588503983,0.05361849147214366,8.530180522677702,0,3,0.0,602.9039016520521,1,0,12,1,0,100,0,0,0.9091041867255968,0,1,-2.350174007480555,1,0
589.6513925397935,0.09282377506784538,1.7827987609914988,0,6,0.0,3997.96573528491,1,1,12,0,0,28,0,0,0.8057819588819158,0,1,-2.0213125532521956,0,0
762.9915575440377,0.36221828584601956,7.8856263666710715,0,1,0.0,1108.3889086530553,2,1,21,0,0,47,0,0,0.36527999647459913,9,0,60.170111268226634,0,1
279.3375717855457,0.04506142406023547,1.484380668550072,0,4,0.0,0.0,8,0,9,0,0,60,0,0,0.9844832099354139,0,0,-2.7770434548927705,0,0
12844.12496861947,2.084407709700101,5.00078197406065,0,3,1052.803734612441,2494.415412994272,1,1,22,1,0,75,0,0,0.9010739192594519,76,1,0.7855964099916737,1,1
160.1636990975062,0.20307442361237948,4.087474006309286,0,7,0.0,0.0,4,0,20,0,0,137,0,0,0.82346459311825,0,1,-2.8343547095582773,0,0
251.40601356541663,0.09002219576756768,2.0096161603678455,0,4,0.0,2038.385313981717,1,0,6,0,0,663,0,0,0.8875377029419054,0,1,-1.4988258158492083,1,0
1148.7468260090932,0.06668258852752731,3.782629958821988,0,3,0.0,4110.260534100029,1,0,15,0,0,37,0,0,0.9032865190923632,0,1,-2.048323013779262,0,0
959.1166066543166,0.049614051062574216,0.8418463102747449,0,1,0.0,110.2362853716063,1,0,12,0,0,111,0,0,0.9679652359695939,0,0,-2.462907151233294,1,0
313.50317965899956,0.038139721280542396,1.1727725144805705,2,1,0.0,4237.762275798442,1,0,21,0,0,43,0,0,0.8178115466599531,0,1,-1.7267279093336125,0,0
447.92249371894025,0.006763926814027148,2.0197762373944563,0,0,96.01057905364256,0.0,1,1,10,0,0,51,0,0,0.9611142731142839,0,1,-1.7953415325115945,0,0
1130.9640855670111,0.025834875140402197,1.7860339311782334,0,3,0.0,949.8294860325652,3,0,9,0,0,141,0,0,0.9545450331887689,0,1,-2.314395863745891,1,0
968.5825418116397,0.020620603844727046,3.277252449029368,0,1,0.0,13200.496923400784,1,0,17,0,0,130,0,0,0.956126978394287,0,0,-1.654837669452301,0,0
307.39596667780404,0.04787684516868379,5.593820356992668,0,7,0.0,1360.8541612145314,1,1,13,0,0,414,0,0,0.720193551936917,0,1,-1.5521480925827444,0,0
1089.373462989834,0.32647201726890535,6.525098713624702,0,4,0.0,1203.6613396764633,1,1,13,0,0,63,0,0,0.8648915178688579,0,1,-2.236493520719038,0,0
1009.1301300922858,0.002260196076182383,4.212052942989162,0,12,0.0,798.7018999445024,5,0,14,0,1,100,0,0,0.9614225702431944,0,1,-2.2001407051926574,1,0
234.17255705782372,0.002260196076182383,0.9171766449227733,0,3,0.0,1046.5586103640687,1,0,14,0,0,40,0,0,0.8705041110520382,0,1,-1.9740727261012117,1,0
2463.1846480853583,0.09294105281191574,7.917324071178623,1,1,2801.0431821005795,1145.9082592156233,1,0,0,1,1,58,0,0,0.9020419811647196,0,1,-2.0108327508367325,0,1
2203.056775237281,0.2751094810324807,5.282926381196971,0,3,0.0,3745.3231753088867,3,1,15,0,0,113,0,0,0.6226348520815946,0,1,-1.5788178254027,1,0
100.30257371360176,0.008401854063311023,0.07280805356088016,0,1,0.0,0.0,1,0,13,0,1,75,0,0,0.9216918694999192,0,1,-3.079508728409127,1,0
105.34991115558796,0.09852162823136476,1.9983964574835038,0,0,0.0,1148.3681547741714,2,0,3,0,1,950,0,0,0.976138911413153,0,0,-2.8814689728675975,1,0
3280.6216919067388,0.1604000863878871,2.0980294224188603,0,3,0.0,1811.2671709127358,1,1,11,0,0,64,0,0,0.9142223519369058,0,0,-2.1696126604816515,1,0
5672.3474379058425,1.0055000125640392,70.0055108899595,1,4,7882.349876178044,24325.371721816293,4,1,0,0,0,51,1,0,0.0,38,0,-1.6781656527429458,0,1
596.394753078322,0.07184449409962317,1.7290535517888994,0,0,0.0,1557.5234160526254,1,0,15,0,0,134,0,0,0.7673358535542989,0,1,-1.867130950716531,1,0
1502.4445931419168,0.16325442305119736,6.048415177972572,0,1,3.597361397955531,6271.318851079287,1,0,21,0,0,147,0,0,0.9036367362597542,5,1,-1.5865613589044634,1,0
855.6623839047388,0.029288385114125418,1.7495273969855,0,1,0.0,786.3721408435279,1,0,3,1,0,412,0,0,0.967291976725577,0,0,-1.5641047647928705,0,0
103.99356169981911,0.002260196076182383,2.0392544572970897,0,4,8.90544079493359,1716.0765927195455,2,0,10,0,1,119,0,0,0.883737382550062,0,1,-2.420158973408602,1,0
2301.5805465178496,0.30143153744080126,8.404687330504476,0,2,0.0,365.5801822677057,1,0,13,0,0,69,0,0,0.5269515857581721,0,1,-2.0239492593531487,1,0
3062.795495178509,0.7471159961371179,7.603977032874292,0,1,1685.6515920608776,283.66976870479994,1,1,18,0,0,38,0,0,0.8068448614211611,11,1,-2.2274879198130044,0,1
17555.309176023715,4.358858031370826,23.065398729982842,1,2,8998.353033075593,7147.075619068655,1,1,5,0,0,56,1,1,0.5069416013738728,32,0,50.338989000460934,0,1
16752.861487878672,0.9234211413661944,204.44732533159302,1,1,96856.63279577935,4596.979213300609,1,1,11,0,0,44,0,0,0.10753225277461725,66,1,-2.3059107369942122,1,1
690.9431906088644,0.6402518568006578,1.8419006128586661,0,2,0.0,2260.0201208720223,1,0,6,0,0,104,0,0,0.9358393515140487,0,1,-1.6175775616930252,0,0
23.365931588503983,0.11909985743616944,0.5278469738013537,0,1,0.0,0.0,2,1,16,0,0,151,0,0,0.934159021281662,0,1,-2.400540241510151,1,0
1404.797077765546,0.06583089458511836,8.766621920489772,0,0,0.0,0.0,1,0,6,0,0,144,0,0,0.9147105205286798,0,0,-1.2896623370040072,0,0
599.7529989364748,0.22486149120411214,6.094242320730039,0,2,0.0,10526.503738772826,2,1,10,0,0,160,0,0,0.8958809501718235,0,1,-2.6102084821543037,1,0
1342.9409899179896,0.7000698672136133,25.37469697851178,0,4,468.24154363673733,3740.9934303605596,2,1,9,0,0,206,0,1,0.046576780144683055,0,1,-2.044007564836537,0,1
1109.6241472027043,0.16160549623483025,3.0946312362898807,1,3,3475.5539156908308,636.9987886485135,1,0,17,0,0,153,0,0,0.9596738458662044,0,1,4.598510682862701,0,0
2663.351291960296,0.10941165117636194,2.1315664162004175,1,5,0.0,3069.070027453933,2,1,10,0,0,115,0,0,0.8990152495825184,0,0,-1.501094034687307,1,0
1414.8500408040168,0.06375216260926697,2.2788502202088785,0,1,1074.8117863902044,1742.949504663935,2,0,11,0,0,133,0,0,0.6541453376606028,0,0,-1.8787484207686629,0,0
478.8949339351991,0.1684281559962467,0.8739586804393666,0,10,0.0,330.8978980377244,1,0,7,0,0,234,0,0,0.9823831212963322,0,1,-2.1403065193873276,0,0
2562.9533321926947,0.9283324511631812,100.17919167607907,1,2,10996.263456495282,4905.204855385917,1,1,15,0,0,16,0,1,0.2740213232967361,72,0,3.8710625406351786,0,1
475.3761008741358,0.13922537936966267,1.6297707193220212,0,14,0.0,4461.378955472482,1,0,19,0,0,1176,0,0,0.9208083854076449,0,0,-1.2676309893679947,1,0
2654.4170123287836,0.594883018055424,6.7739146879537735,0,6,0.0,2702.508381428953,1,0,19,0,0,110,0,0,0.6064373724358335,0,0,-1.8679792331958402,1,0
6471.467624705305,0.737064809299662,6.01871768127771,1,1,27398.52905132032,2180.971186413104,4,1,19,0,1,260,0,0,0.43025121788543,23,0,20.760028539457238,0,1
1292.6813521813535,0.24206656851995642,6.021498933996947,0,6,0.0,200.35259503795146,1,0,14,0,0,78,0,0,0.8287530256226985,0,1,-1.9194609250117103,0,0
2457.581810181466,0.20206828063897758,3.1496555588642883,0,3,0.0,1171.0774472288876,1,0,18,0,0,123,0,0,0.9397164214461894,0,0,-1.018244347321385,0,0
3301.7111842914437,0.6367888709690492,8.725480250593412,0,1,967.8400957220305,5252.6189453827465,1,0,13,0,0,117,0,0,0.6077346201573122,0,1,-1.3156557858281785,0,0
1344.3879315403533,0.6135997547668696,1.6550266487315681,0,3,0.0,0.0,1,1,15,0,1,88,0,0,0.9361806669710896,0,1,-1.4346618546852294,1,0
1257.6591381556016,0.04209742463087904,1.4223130415324692,0,5,0.0,1408.5688657725154,1,0,12,0,0,135,0,0,0.9038156392527458,0,1,-1.8343713191884268,1,0
381.85968421096686,0.5371958665273536,16.5729876921882,1,5,91743.17290481603,6402.446724711746,1,1,3,0,0,44,0,1,0.11447804653254032,10,0,1.7621298809537047,0,1
732.1836487349035,0.247871790569537,6.55045937317571,0,3,0.0,4494.279665725182,2,1,2,0,0,127,0,0,0.8919901655344601,0,1,-2.4231968963893658,0,1
1135.5523843193641,0.1926140601619513,1.5052893484421743,0,5,0.0,2884.7956207905477,1,0,9,0,0,144,0,0,0.6413564535203432,0,1,-2.0246134275233416,0,0
1292.7673963124112,0.3035810259100147,2.450042916101353,0,1,0.0,8360.913709404043,1,0,21,0,0,51,0,0,0.905743873497124,0,0,-2.5186882808144504,1,0
802.8952662548297,0.009539627079424788,0.5756437720713189,0,0,0.0,1470.964446831299,1,0,14,0,0,136,0,0,0.9871223170492583,0,0,-2.517515160900577,1,0
623.5627735849516,0.17473874613582432,7.010573286083218,0,1,0.0,4329.608962862845,2,0,12,0,1,261,0,0,0.7294644143135754,0,1,-1.607093007983222,0,0
18523.547245520353,0.20141433297725272,4.736834831228198,0,1,25246.87378303358,4073.2222285739526,1,1,12,1,0,39,0,1,0.4609130822512689,40,0,-1.8843387234886222,1,1
22201.844434879415,1.475638748182547,1.4690378178885104,1,5,3664.6421287634143,2413.064278876046,4,1,11,0,1,24,0,0,0.5639873084912416,0,1,-1.9071446205625486,0,1
1051.2153748635121,0.02065362100183126,1.0258918161274015,2,1,0.0,175.05589703921282,1,0,19,0,0,122,0,0,0.9438412257850761,0,1,-1.582825202235417,0,0
1129.5083982964757,0.009513026211960263,2.7376554464238563,0,5,0.0,400.45703180692055,1,0,14,0,0,498,0,0,0.9139862799337606,0,1,-2.3545801809972624,1,0
13848.293238383121,0.7851915116078103,23.956560457622636,1,3,37238.86678700567,7509.554231422009,4,1,14,0,0,40,0,1,0.11868395063409909,36,1,-0.2840107945936893,0,1
973.1382000242063,0.0351078060937134,1.5601088243173644,0,1,60.4507910652564,4587.66030065583,3,1,14,0,0,170,0,0,0.9626419312695559,0,1,-1.463023828407401,0,0
18234.805435443937,0.47491471505225136,163.05037803466078,1,3,34222.11410966046,7380.961458046509,1,1,17,0,0,94,0,0,0.4854030013995982,0,1,3.6818082902658986,0,1
1497.7908644606237,0.19997294819482878,7.116287442020255,0,5,25470.930948665122,5955.447159985649,4,1,11,0,0,43,0,0,0.07026551587611304,37,1,-2.5394172295165305,1,1
605.0252945533857,0.018025499853903053,1.2216974754551695,0,7,78.17226261957441,2627.3861766910304,4,0,16,0,0,38,0,0,0.29523050814118823,0,1,-2.285876452590344,0,0
985.6166762581624,0.26081243040874486,1.0852422126624979,0,1,32.72090339175549,0.0,5,0,7,0,0,95,0,0,0.9290651559341168,0,1,-1.878132032229574,1,0
276.4440761798837,0.17873008387568115,2.177486097389768,0,4,0.0,1221.7878469010504,1,0,23,0,0,816,0,0,0.927199873684453,0,1,-2.01501567436539,1,0
1627.8760592003182,0.005867352819285188,2.5871725121306755,0,8,0.0,3887.635033431082,1,1,14,0,0,145,0,0,0.8366760516321462,0,1,-1.6270236711234476,1,0
238.22105570679173,0.002260196076182383,4.451364228919889,0,0,0.0,2279.5825105066356,5,1,19,0,0,143,0,0,0.9683470784441617,0,1,-2.335719242221344,0,0
1032.6700876194318,0.08649849203076199,2.1536078511992596,0,1,0.0,94.41147571812985,1,0,13,0,0,286,0,0,0.6901015884659119,0,1,-1.385680661405968,1,0
2846.0788410768228,1.7691064163396648,293.37789178615424,2,3,5513.205137702044,19584.956711939623,4,1,18,0,0,54,0,1,0.13903615113628953,85,0,16.615970336566136,0,1
23.365931588503983,0.04981235418583996,0.8544084536670584,1,5,0.0,1662.0921220188727,4,0,13,0,0,624,0,0,0.8057734734553241,0,1,-1.867495461233464,1,0
18580.42559635589,0.7333096373911024,2.5809321828043195,0,3,14.928081128921848,3292.2300133735243,1,0,19,0,1,65,0,0,0.8765280581485492,0,0,-2.1732236580931463,0,0
346.17355736433683,0.20258080070226997,6.975105377044621,0,3,0.0,59.91838990394399,1,0,2,0,1,137,0,0,0.9264606415651916,0,1,-1.9638058498793494,1,0
55.282291604773945,0.08116259528642208,6.399010875839301,0,5,105.1837948216178,2268.5459655402115,4,0,16,0,0,21,0,0,0.7946412969960893,0,1,-1.706854328958467,0,0
879.0854564031563,0.08212421775920387,1.5100143659014607,0,3,0.0,4906.893845636673,1,0,10,0,0,283,0,0,0.8489997292931959,0,1,-1.6421058591851003,1,0
2408.3921067781157,0.20475287605588244,1.3401862760110557,0,3,321.4822369632793,2101.4315399646193,1,1,16,0,0,378,0,0,0.9006992795017126,0,1,-2.2216494700640563,1,0
859.1815231702146,0.043730546825181404,2.2520489989331796,0,3,0.0,0.0,1,1,11,0,0,553,0,0,0.9641012653997014,0,1,-1.9340847306856692,0,0
2644.221187487532,0.04431335375247701,1.4161983688079218,0,1,0.0,0.0,1,1,0,1,0,50,0,0,0.9178085980645292,0,1,-1.1645149518695668,0,0
8266.282814529015,0.402305618798088,6.354127279937321,0,13,0.0,933.9350459581628,1,1,1,1,0,106,0,0,0.9092463122025024,0,0,-1.8855363034483563,0,1
23.365931588503983,0.04881981807182189,6.247389122748508,0,1,0.0,1138.9670672981588,1,0,10,0,0,247,0,0,0.8868270539790769,0,1,-2.231025517761846,1,0
678.2780317515247,0.23257264187184076,2.680676860684269,0,15,113.8148741905772,3891.972611320704,1,0,18,0,0,333,0,0,0.7297396720135423,0,1,-2.898222223317262,1,0
1981.748183979987,0.17314496890818845,3.5222536104492526,0,1,0.0,1599.3097203790308,1,0,9,0,0,146,0,0,0.8271777751434297,0,0,-1.6541550226930608,0,0
46338.53045675479,0.5901397421066954,12.829854425944689,1,4,24152.935535346147,8819.304365787004,2,1,15,0,0,67,0,1,0.17731199750838353,33,0,9.407567625795402,0,1
17626.486622677676,0.6868806409862613,20.230714241562772,1,1,11304.106915002269,6820.307247384664,2,1,4,1,1,328,0,1,0.5200369029669488,27,1,-1.8354531450571956,0,1
283.1136165529657,0.032967703925598585,1.4379905108859459,0,1,0.0,1204.4015604216452,1,0,19,0,0,467,0,0,0.9198462909359914,0,1,-2.0051525532032897,1,0
1354.626692611683,0.16561153456900385,0.9390425148521168,0,11,0.0,5751.175365069411,5,0,21,0,0,437,0,0,0.8602461682884456,0,1,-2.0166967893744356,1,0
181.50750754535773,0.18159081615951508,1.6135901995513384,0,0,0.0,746.4120104247575,1,1,18,0,0,360,0,0,0.956824940009989,0,1,-1.5935389470305859,1,0
629.8331935179186,0.15434272341552108,1.88007946826179,0,6,63.434748426640994,798.960374467549,1,1,17,0,0,111,0,0,0.7840165915990238,0,1,-2.2915436577911183,0,0
481.28632235006603,0.2611063230415156,2.1360811745979236,0,7,0.0,2473.1446103406,1,1,23,0,0,41,0,0,0.7921202013983083,0,1,-1.8940686516246557,1,0
4530.870542627814,1.1928993458793482,4.802080591785673,0,3,840.5410220094379,1232.263573723061,1,1,13,0,0,28,0,1,0.14250304448273227,0,1,-0.3633387478792377,1,1
23.365931588503983,0.5068330084211168,1.2993110539101438,0,12,600.346820659584,5255.236707431689,3,1,10,0,0,38,0,0,0.9268278152309231,0,1,-1.671535905081905,1,0
46.43965254010345,0.0029744572413160295,1.0810913857638296,0,4,0.0,2043.438678438526,2,1,15,0,1,61,0,0,0.9964635336097346,0,0,-2.9313609488513217,1,0
20355.979351583996,0.6306290058709761,61.38074278202979,1,3,7535.930179056945,19778.48758521671,1,1,8,0,1,44,0,0,0.03276215283420397,41,0,-2.080165311753309,0,1
16930.058686352273,1.343369106140058,28.24209026724007,1,2,5390.055707147175,35271.29547852454,1,1,2,0,0,52,1,0,0.43314924942253963,66,0,2.5369896168721993,0,1
1435.4512746402056,0.02272538300164839,1.9039215987795277,0,2,0.0,847.8186908295928,1,1,14,0,0,122,0,0,0.724491509630016,0,1,-2.0920112929037105,1,0
338.70271406690165,0.003052700328866627,1.6842753553233258,0,14,0.0,1945.6065032844463,1,0,6,0,1,162,0,0,0.9512034555594338,0,1,-2.3883237617013995,0,0
740.5914786366318,0.2060247036571856,2.7404908260375196,0,4,0.0,1180.3944976140433,1,0,7,0,0,110,0,0,0.8878321233441964,0,1,-1.877092586564645,1,0
123.77484305426674,0.07230563149930029,1.4335596066955225,0,1,0.0,0.0,3,0,15,0,1,143,0,0,0.85570224885865,0,1,-1.9506711650197666,0,0
637.439277097466,0.17230359741850698,2.3053775809272405,0,11,31.878552944794897,310.3797709169688,1,0,10,0,0,119,0,0,0.900079681526912,0,1,-1.4800789872188345,1,0
674.2131001324283,0.22970567470054862,8.34958669008895,0,1,0.0,5751.948816033732,1,0,14,0,0,59,0,0,0.9068521242268184,0,1,-1.2504173371074865,1,0
1634.3867815515387,0.04989207778630364,2.026422219553647,0,1,0.0,4668.444803485597,1,0,10,0,0,133,0,0,0.9736067616540129,0,0,-1.746482901115248,1,0
287.7159369157,0.07662847811266887,0.35257781337875027,0,0,0.0,858.3770358096747,1,1,15,0,0,365,0,0,0.9271424861940059,0,1,-2.9233986158879697,1,0
1057.047122953105,0.09249921951579673,1.1059419928189014,0,1,0.0,1306.7448099977269,4,0,8,0,0,120,0,0,0.902992138475064,0,0,-2.1196447216028083,1,0
3180.202528817855,0.21233896732504942,5.848439005081809,2,1,0.0,115.78002998771535,5,0,20,0,1,189,0,0,0.7008546768959574,0,1,-1.8893060797785655,1,1
719.8414701814295,0.5380098525325602,3.7439519724766734,0,3,63.66382708208789,656.1722313651242,1,1,0,1,1,105,0,0,0.5908398983512229,6,0,-1.6881324242577624,0,1
545.6208654548291,0.6070629181195223,8.84231490346437,1,1,568.1996593894494,3879.951472565319,2,0,3,0,0,110,0,0,0.3338636076560395,0,1,-2.1274230745147875,0,1
1201.8243979895162,0.17720120003075232,2.522306868260328,0,5,0.0,81.63839271265056,1,0,18,0,0,402,0,0,0.8794788376528263,0,1,-1.6412705492868152,1,0
848.9377607601501,0.06165357325323119,4.186629133354475,0,1,0.0,0.0,1,1,20,0,0,154,0,0,0.8335646217180401,0,1,-2.462267347310749,1,0
551.8031571467552,0.040325187507561124,0.9200573936032671,0,1,168.35181201196195,1257.0986637039066,1,0,12,0,0,132,0,0,0.9799474100916696,0,1,-2.6399171869896625,1,0
386.4669959827496,0.05647807692700597,1.569729685370472,0,1,0.0,15260.384327761916,3,0,19,0,0,100,0,0,0.9299962757887563,0,1,-2.3381062351360806,1,0
8167.508692777472,0.7788975712888706,21.673979250530415,1,1,17280.842951751052,51494.473771242265,1,1,12,0,0,55,0,1,0.38590375551016953,84,1,2.7603505993207813,0,1
2186.6082836425185,0.3616940346141867,7.036240628233942,1,1,0.0,179.5619901204666,1,1,0,1,0,38,0,0,0.6646104413610996,0,0,-1.1363523266881712,0,1
56.83794611025678,0.04172870853655354,1.1853922016377605,0,1,0.0,2227.0112327656752,2,0,11,0,1,414,0,0,0.9561288126229781,0,1,-2.02024448166176,0,0
275.301049131371,0.046132277180497845,1.209684456151696,0,2,0.0,1892.8489537744351,1,1,17,0,0,489,0,0,0.9154469798363142,0,1,-3.200649293123784,1,0
11482.106368994093,0.7149559751841527,17.28118177615055,2,4,23906.757764273563,3491.2887584545597,2,1,11,0,0,56,0,1,0.18083961244769314,80,0,-0.08012102579782232,0,1
556.4125542336857,0.22379074714886013,3.1274369369641715,0,6,0.0,620.8350627588513,1,0,12,0,0,463,0,0,0.9086865036527345,0,1,-1.4491343617463326,1,0
104.21450519467089,0.04374298681925847,0.154980786751435,0,1,0.0,0.0,1,0,18,0,0,145,0,0,0.9977398039238176,0,1,-2.4513086305491183,1,0
21428.878119001325,0.2222564826349419,22.932023441372877,1,3,34008.264711030395,40546.1009945083,1,1,13,0,0,53,0,0,0.15099452260081145,32,1,2.410857913271399,0,1
278.9094980171093,0.03060612837099729,0.7532047313255645,0,1,0.0,1645.4366159626888,5,0,11,1,0,125,0,0,0.9354630249598295,0,1,-2.878034112047051,1,0
704.7150742804995,0.08769279077629868,1.0585655567864782,0,0,0.0,222.26987744682583,1,1,11,0,0,115,0,0,0.7897333126293993,0,1,-2.0419264653072977,1,0
266.5191065857666,0.40403975115772417,5.5338251419435025,0,1,0.0,0.0,1,0,18,0,1,63,0,0,0.8038600855430812,0,1,-1.8880588833215548,0,1
3178.7963255741397,0.08205284544847576,0.8872409922954814,0,5,0.0,1206.866059479306,1,0,3,0,1,410,0,0,0.9615647354996676,0,0,-2.573666744540392,0,0
49407.39584502154,3.853734928722276,108.25966387832145,2,3,29135.724114007666,52237.17634620338,2,1,14,1,0,34,1,0,0.29961874677229766,33,1,1.6836223297703565,0,1
19664.936219352567,2.2834848964396732,92.71535294127924,1,1,19381.58892432893,3704.3600809676223,2,1,1,0,0,163,1,0,0.011513126462617707,67,1,1.2202893080716914,0,1
1105.9079653978947,0.026426590717881948,3.8974851812944804,0,5,0.0,5634.177424352273,3,0,12,0,1,221,0,0,0.822707330476832,0,1,-2.0735660319203353,1,0
14253.331229170208,0.7201384076946422,7.420063859004983,8,3,13131.727997535609,40177.066997168855,1,1,1,1,1,69,0,1,0.15293720495515617,40,0,6.68009811410773,0,1
1035.0696414852941,0.0820734506981355,1.0190264212794231,0,1,0.0,771.9293370945405,1,0,17,0,0,93,0,0,0.9602725177006382,0,0,-1.7529873274501475,1,0
5486.026960971275,0.682215077652966,1.3075868555701688,0,3,2846.707548112942,3510.1621265274816,5,1,12,1,0,106,0,0,0.4514489967660452,0,1,4.0992913512788824,1,1
1673.9869733804378,0.17634139997662313,6.326944315034066,0,3,0.0,18427.306757537786,1,0,15,0,1,99,0,0,0.8479768234396643,0,0,-1.870262190661012,1,0
1527.8670833321141,0.052912976425662984,0.06393078128699603,0,1,5.877651490876419,1761.3980916372548,1,0,13,0,0,138,0,0,0.8663027953711735,0,0,-2.055186925426765,1,0
182.1912279753766,0.04825532271198717,1.5960130907052907,0,0,0.0,0.0,1,1,9,0,0,78,0,0,0.8877097238056492,0,1,-1.1658261043906273,0,0
1746.2903645459194,0.13354096636605006,1.2557823649437407,0,12,85.75271372285748,0.0,5,0,18,0,0,73,0,0,0.9408437252626827,0,0,-1.8465424075004366,1,0
7082.125742940407,0.8984141031070696,3.7322226906678626,1,5,7078.617373788784,7075.404518122836,1,1,16,0,1,97,0,0,0.21631083134902884,37,0,-1.237809646560878,0,1
8393.942664148028,1.929268494082677,6.462063623473508,0,1,7645.141981364958,4095.101366562172,4,0,15,0,0,142,0,0,0.0,71,0,-2.1419646502227287,0,1
