wallet_balance,total_transactions,total_sent,total_received,avg_transaction_amount,account_age_days,days_since_last_txn,txn_frequency_per_week,credit_score
61.07863055835145,0.0,37.744540721615074,38.230198518661716,870.2827591641588,8.0,77.50866627559762,0.1209646084834043,376
1600.7116824345264,6.0,14845.57354949172,38008.47306442711,1000.977463491092,324.0,10.790076247304707,0.10216386027416456,483
1778.2900075073467,12.0,547.246159158256,223.08832499755178,130.02335549604192,99.0,38.48815279564941,0.9339956531399569,384
44009.522494350575,30.0,32838.04343674079,67093.76766453455,1391.7545162301353,289.0,5.361958636710945,1.4137912440567466,599
9280.67771975568,72.0,37459.7470139169,62970.784616494864,668.5896820031224,340.0,12.011981116900103,2.2372954008626276,537
640.9579528431833,0.0,4508.12736636694,6525.677610082454,35.56259072507199,18.0,79.20538168296846,0.0033655983522363803,391
8357.440211415917,3.0,3190.012938700397,3225.0371108243435,13.281098649102894,160.0,7.06343266368261,0.3045010855760458,459
954.4483464604665,1.0,5406.411898349095,4301.820284241712,1873.2372974537966,71.0,42.40255884293475,0.0656904837052326,391
25742.49198596016,98.0,6460.059598083691,23651.029603849176,5651.2390060468415,811.0,7.935521581553482,1.830604873690168,650
5307.808330090372,10.0,7982.590954089189,12100.79313679937,461.09544763276784,566.0,8.54276958572105,0.17620710367300702,493
46873.371952258116,34.0,43139.506807637525,83782.42243086244,543.1714877176805,933.0,1.0511681431637758,0.47971850443101516,647
10358.125351009996,1.0,21175.58543193057,31308.516727600454,230.44023469382006,153.0,5.058304702496875,0.0231607303967932,478
6237.411675374191,15.0,15821.74810939104,15302.903979246446,552.9421381924096,180.0,54.54364465728124,0.6821972168034363,415
1398.3668592803597,3.0,2868.4671085278783,7998.3165489052935,2074.3393544536734,36.0,19.86607458596237,0.3620684835186506,458
483.95358242095216,0.0,590.145227235648,814.322320188644,28.496186537002476,38.0,37.34007286242812,0.0051271757149991114,390
4734.970930797016,19.0,9007.014252385143,21307.242485964947,780.7185751901883,252.0,1.4289191807451662,1.0270090215092578,503
2418.264786629654,40.0,1059.155752828515,3615.701637021025,3596.611978558664,5.0,6.350680385975966,4.736084885175454,506
2856.100757974343,31.0,30040.492757422915,57317.03368030939,810.7208419023802,156.0,3.3072735323831193,1.4464273234894367,494
18562.92762068762,15.0,4022.752516780829,11997.427779322328,49.06211729387125,254.0,6.754499569644379,0.3113589962684927,535
4243.646594821441,1.0,913.6241201699469,1293.1634813082512,430.4805174513202,137.0,32.66292249147028,0.07814313522477252,434
82.2570166935696,3.0,520.939431517661,553.2188649618757,160.09810865870557,47.0,96.05841989456454,0.4229624229922115,382
3596.460911464636,24.0,12897.510288482905,12729.563962420476,684.3495768107136,199.0,12.419825032682681,0.9572160163915774,460
1675.8295927905783,1.0,5447.89643873259,8135.37257060792,38.949707442569384,235.0,17.770882830531455,0.031600694554566454,450
517.5581170802124,49.0,27507.286012468143,63131.622175982906,394.73106512777366,128.0,18.136890708119946,1.9749382830411666,491
15583.10900655949,29.0,3752.7701938765244,7764.447391620698,2344.3659340144613,233.0,6.97868884513414,1.1392588671986021,526
5223.4852636823425,4.0,415.58766549022124,538.4677197383105,2195.0599872344033,37.0,36.66891372177139,0.7134437615824843,426
4031.4147201852797,5.0,13859.218560764974,24445.32496656158,50.01159149214271,89.0,21.388371930629013,0.3846199152439061,453
47894.045007762055,88.0,19464.539438314114,62753.82941730287,2287.5248073984067,275.0,2.9994831281601315,3.626057296840926,668
506.8961055131511,1.0,1054.8924200740798,1442.1984500740987,4.320580789112079,45.0,62.21652594998798,0.28015289592700215,391
74.23467418354414,6.0,1765.9419834518399,1104.2948798862822,2154.525971773813,6.0,89.02851219062103,1.4083423940689463,363
132.82189332726819,2.0,51.693847959896125,39.0355213268842,192.61317607428396,15.0,54.40641239591125,0.6626752505614321,373
4456.616899400758,2.0,6535.027429335935,12260.944767333938,6.445815999864754,866.0,13.490415176728671,0.007012515339090993,504
8186.677822841138,0.0,8236.69034536211,17582.0319672404,70.45743227196898,194.0,51.92093543828785,0.000983173924671788,432
8514.141894766748,8.0,13889.02825874164,17569.894292013836,784.9349698275752,143.0,20.225235005555735,0.35889408943023027,458
4345.030268593024,0.0,5223.876664209998,5272.841194608296,121.6248370253483,9.0,6.74094146333818,0.1298477527707293,386
62645.09781324814,45.0,29823.990999619386,68416.58641086248,1677.1380430737522,755.0,7.269778465753331,1.2314005265250594,683
4027.351951860977,1.0,8287.542856975675,9035.548531217706,425.096201740613,624.0,13.389610848550484,0.008179066278804738,469
9296.483101125705,10.0,3975.655904884784,6819.394122284162,539.1005041776856,368.0,7.797137122296345,0.22130011305814537,497
5054.082270679295,49.0,10635.724874954694,9149.469084682509,2146.9901568793075,311.0,2.908252544151223,1.9540238560782404,492
1101.3076745593198,0.0,933.1568074239698,760.5292853328889,15.739277019840307,3.0,12.10123773722118,0.07719506441636323,370
32710.939932375095,1.0,27451.32480759893,50424.56548590126,280.04800096506017,233.0,6.073683225516915,0.034192810058083924,543
7124.78901894805,16.0,1346.8525440881956,2109.2826410174334,3206.667665522164,167.0,17.978027605020657,1.2635293662242275,472
7232.602358712979,20.0,27896.60748907126,49494.37082656602,3568.1400960361043,438.0,7.916871414190844,0.6186046107242313,504
7328.2223350914055,3.0,524.2077169171178,1386.7987311910906,444.52445611144753,24.0,3.2268383651666186,0.9626541872936456,487
35288.91637771295,51.0,19675.089335243556,46830.03557149538,1476.8351761022568,559.0,17.61060812106644,1.373982321456089,602
2438.6674852421547,0.0,851.0278226544544,451.98731765423236,43.89776393345525,107.0,44.60034515809879,0.02255529158248578,364
45900.7611463428,45.0,41752.37207925154,95573.33739125771,1106.1690306360315,1143.0,3.7435367516153373,0.17233456634569896,665
27702.404583705083,6.0,12447.6324649069,17515.65692402626,15.767441056950538,608.0,11.103043511992167,0.032607653276802304,541
13867.202133819364,52.0,9310.295849164215,18223.856276060986,248.91402687756738,507.0,9.000740108484603,0.7980809019943705,550
192.9673306302643,6.0,1600.3589734840912,1855.138674092232,19.581896282901635,42.0,15.77308896003893,0.6669251924467194,432
4789.602911040284,4.0,3506.9491653958257,7966.18092165674,14.74190069701677,538.0,10.126897653529024,0.030464009158624916,498
7807.222807915877,1.0,6880.89107921314,8789.426074060248,361.08290716595087,131.0,31.954443113138595,0.197573111638297,439
887.4228681210326,2.0,3676.1837291192887,7818.3265447716385,49.023469585006566,313.0,13.384950388620506,0.06122371262235353,469
5447.767208113589,8.0,7654.381951046718,23701.40195520086,68.40567228630937,248.0,8.02840627198187,0.5294047945847155,498
1781.6647075869905,2.0,2324.388371434916,3532.177881837683,566.4260180905063,62.0,29.659320349110462,0.5640403856379568,430
29794.54821400093,137.0,17472.58264014634,29922.1396084726,1979.0572883106645,884.0,2.973534352743506,2.893509562019679,674
46227.63070401826,34.0,25033.874695122417,55560.715749087976,1977.2980847328515,464.0,3.043641250680106,0.7004455895593025,622
1653.0330176495286,1.0,2668.9065986799706,4694.476135482501,47.46942803465877,76.0,14.960454680939952,0.2116244239261441,450
32843.86657580702,6.0,21560.004483974786,37807.538511617146,1501.3539701672657,111.0,18.815814239678556,0.7067846342713063,526
301.11437203414715,2.0,2338.480554560273,1186.0699562514744,1547.5253028847005,6.0,116.28605008529163,0.3558230201924672,353
77096.53616228256,11.0,55769.829175965024,118562.65930004299,743.5844190790226,1027.0,1.9067494138725645,0.038247321495285126,705
502.0569837157814,35.0,2186.9845188403388,1939.366616973191,1832.922289508997,100.0,31.88387708489792,1.8521371377201166,432
10738.268800403557,62.0,6682.818445935956,22038.293057567873,2963.1668616616407,485.0,25.558187864680388,2.396809561268438,548
34.55818000455237,0.0,133.22334073686773,90.46205898566879,106.4436185365529,4.0,68.21227576064503,0.3302906542568551,361
36.43938455167991,0.0,5776.360534458429,6522.793125630243,150.687430429768,30.0,75.14749651403456,0.01005569574087765,381
9786.069293367504,0.0,1325.6513236769879,1433.0746207990362,26.338231173110465,126.0,61.788384004131736,0.003423064492228271,408
7711.280400985773,18.0,13469.293451321884,35894.2738950945,238.3691618747164,535.0,29.729369446921982,0.7269169790401899,501
56.02536483496108,2.0,1116.3126299689166,1082.275404604626,72.09890569600508,88.0,52.35602359259693,0.3098050648830977,388
3458.208298976866,36.0,3671.405904833551,3343.798871190103,2276.2877537974523,271.0,10.849853843424542,1.0340742197646742,471
6822.527352401995,2.0,774.0708684703009,753.2422950392628,979.773263405045,15.0,32.558380449889896,0.6814194025777364,420
976.7345991443752,0.0,1168.257178670908,1013.8923309207935,2.935128207959178,101.0,4.14158222664972,0.03039097965596536,378
18361.23562085119,31.0,19872.283853270903,36135.77464920634,585.3132304359758,324.0,7.490738678962675,1.1433714497932272,534
421.6665898461036,0.0,1459.7478446998757,2045.9925268126487,6.636245869629693,9.0,63.293787703756394,0.09375375337619855,389
5776.681282997766,22.0,19918.191919847723,26559.803669068697,6921.165037510241,108.0,23.237105461054533,2.0495858157778226,459
8752.666575426503,7.0,4662.634547993535,18863.49475331754,651.2311488969203,249.0,62.114084630535515,0.3655059385979419,460
1254.7541366096793,1.0,225.62373706567854,63.5929059343097,135.10804094121366,14.0,71.64918486536503,0.10347821751031648,338
43793.97517025202,24.0,8222.54701594125,20015.762212187667,0.048441212240460975,915.0,1.9216548856884725,0.19038390351866455,638
2880.3094292756095,0.0,2105.44998417992,1379.7909851966206,29.11278339688667,65.0,79.6991648206423,0.004114620803665525,370
6074.057427899891,5.0,27189.26361964875,53872.65418336871,5356.6155027253835,16.0,24.597048147559992,1.3818959171775507,454
3793.8905699881,29.0,3071.4408446588072,5056.134135679281,199.2825414087359,197.0,4.554176250503369,1.314226609839391,490
8057.191281471537,17.0,13953.830758533039,25722.92761895164,3298.703504219795,224.0,10.119341727950747,0.93801373840477,491
4366.475269718506,5.0,679.5422843225613,1622.3788238491875,10.233161307655648,88.0,44.452303999061485,0.6867942746322026,440
1262.5499077408358,10.0,1411.1573225058564,1173.4178733455472,2104.119245475661,42.0,62.648659244510185,1.1849415155747527,381
17703.611378871425,45.0,10509.101990345547,24370.409893430795,1737.2797637841802,838.0,1.8574359338696427,0.525762781377308,585
20485.354316090983,9.0,10553.865615328916,19668.384600670244,244.72486573304477,163.0,20.31614086717089,0.5137371386449013,502
6545.865994106026,22.0,3871.2060008941485,5928.109449353006,436.92738239355174,242.0,18.924344772205075,1.5184805409162527,477
16392.220997383414,41.0,20905.73367504324,41227.193244086215,773.721566939953,707.0,1.5622097451378532,0.25203566621633405,567
6999.374973511283,4.0,11299.291759465843,14938.051658544686,393.8496621160073,357.0,10.197162047282855,0.1374742713760914,475
2260.438679124432,0.0,20020.44269299759,33074.11485244324,97.60519780778725,118.0,10.363745799117908,0.04893676674157568,405
9976.363875538565,17.0,9130.145161113829,17200.98340348499,1341.0003063348738,220.0,19.379842616001977,0.8075609941883019,487
3964.4966119403193,0.0,2844.9639121351825,1903.3488811030995,50.380769885247766,70.0,3.778938786765364,0.01303983923022806,373
309.4407952531079,0.0,2035.9972989821863,4023.301324532946,307.49168737445586,574.0,67.86810498180428,0.0006931773045212267,432
1086.2350905360972,0.0,273.99756471107133,110.01147054115317,386.8431369195858,2.0,94.28164360700019,0.34889772703020155,346
2338.56240730957,1.0,340.2514111113947,109.74527132581117,2.0935952279879624,185.0,17.357182227409893,0.007481345168250568,396
4598.159438449937,1.0,8620.82402472833,16644.103602833045,355.941283235431,81.0,42.76644855074476,0.08827895577582788,432
17079.733705684877,2.0,17956.090198889917,36190.775010463185,482.0152372203719,202.0,40.03660993576351,0.035646320912094694,474
2225.121524669186,0.0,5550.1337514170655,11054.355483538802,53.6027430199289,134.0,19.862714362452706,0.029879154592049314,413
124.03028904576473,2.0,508.7046553493085,644.1403993935673,30.29162725803861,64.0,31.773308347054556,0.44898171483468396,417
16174.53816678517,114.0,23904.70098666782,44640.32185736306,1177.8835514691332,973.0,2.071051658644784,1.6732970165174912,633
9355.04354584113,31.0,6399.798368916509,7762.034636903304,383.3754888398245,491.0,22.64068042320956,0.967722583821335,492
13638.743200862105,7.0,5348.5817103911495,9685.802997365934,0.0665075163625412,481.0,32.07690861577458,0.10621983260211254,489
9090.474672583376,0.0,9702.14925644757,17951.083350872323,12.156396194288698,419.0,1.5323728228979672,0.0030131168527610963,442
49911.15283826486,35.0,1468.4885257902909,5411.294228483147,766.0878594179649,614.0,17.550446206752767,0.7539250481442094,640
40.927455886975416,7.0,7184.856865451805,14873.27604729381,1012.273565849861,202.0,22.891174096916387,0.4935201983738609,455
806.9085960606974,3.0,953.9141812284267,2609.4122711727755,36.33707671359752,15.0,10.468275939075836,0.43191045751509116,464
579.0096475765349,10.0,203.08543960178753,70.57623733764154,507.5546005916708,18.0,87.62967908182084,1.1339336499889088,349
4854.312378701871,46.0,14512.868383175593,20702.39799063722,245.5442903930652,166.0,42.50551470400958,2.070676853104404,461
6585.018512577902,25.0,17220.96764364791,28656.862860447265,238.50116486220168,527.0,9.162617138045222,0.794657662195932,508
9334.878920531242,7.0,3484.9825611183237,5092.311597478573,7.684282481279813,439.0,16.639096597993355,0.12491308795263498,484
48965.320941680846,48.0,15721.948416877154,49045.90690422486,743.7630808334294,1024.0,10.30161818005488,1.0168190956134322,673
44.56683235159576,1.0,1679.3509008034384,1401.9068097395361,441.8162467208064,28.0,84.41154529687155,0.3334711882113721,371
1156.0004532366331,1.0,4651.098328438187,4144.388483520982,121.67800111773111,126.0,30.59566399223195,0.04640276711323818,411
407.85029970869596,9.0,571.1968757213491,316.4799307179859,41.12950779109762,29.0,47.396317119037306,1.195735898937966,375
38.98062619704205,8.0,157.9937487625075,153.58649931927891,658.3548301622404,25.0,14.143979787619918,1.6945305463590281,427
202.7444934822129,1.0,725.5096023179673,465.35220198133015,1934.6092880779474,9.0,97.45922430729756,0.21511841872789594,360
23149.873854284902,1.0,14644.754881848485,25952.816267204493,377.7630501120198,211.0,25.72524833789742,0.049213469547773656,498
12575.63063210009,14.0,3532.031760992067,15347.146941295008,40.424402555316234,356.0,17.706474565113773,0.8358082310766165,524
11442.295671862914,8.0,13078.035499908305,33018.93568368178,561.0100611470572,643.0,10.562737408215918,0.10905845966771363,526
1063.5907758839546,6.0,9628.053939687148,13590.203282328717,1667.6620289614434,57.0,27.172736905222145,0.9129557648581589,431
888.9967686502011,5.0,12992.144389670068,14006.41946980627,1137.3800516252643,65.0,14.586102898209637,0.4663341690749782,433
5306.786256529846,0.0,11817.538204577177,17206.737052243636,64.23191510389542,229.0,33.940426998543494,1.0670059285540774e-05,414
78736.14005623663,103.0,55421.23902587895,129543.74241687835,2414.612657258544,817.0,1.0890774615784655,2.1278019088601443,766
25780.492876960656,1.0,3397.080082815603,4408.084321706102,279.26154872001507,30.0,73.39003925883117,0.22044442096334976,449
7946.831265310497,5.0,20312.327962578063,34230.89653483558,2469.5879951077845,584.0,34.42322064146016,0.026012432745640107,475
285.40237724236334,2.0,7576.750166549927,4149.771127285095,570.4612899299634,43.0,37.79142570563357,0.5602086927049139,380
296.263361448079,1.0,319.0382401193475,375.97336694213743,21.873287538238994,118.0,28.922705785362368,0.164921097997832,420
1933.2105211142243,38.0,8987.927247160054,5134.126750965852,1594.608230593657,54.0,17.45620591713936,3.4384425926391553,433
8359.069480629205,25.0,3904.140250899996,11431.420860486349,19.508904248351698,574.0,3.407851534644778,0.5381808550623614,539
428.9098829293543,2.0,631.1613879355253,371.8739860568501,82.91539702357395,35.0,106.02329577777851,0.29580546110523787,360
3936.8823208830713,9.0,14375.54905636371,25282.96990990475,7312.724238266793,72.0,7.844800463585336,0.5120358225209367,468
3056.3819754606075,4.0,1838.2290979615864,2258.941263998691,16.98507959834973,228.0,12.693401968320382,0.19688916211770996,453
23701.36441147769,13.0,29253.54683666605,51891.15751984509,381.76119249215304,766.0,9.27973429639953,0.255241265737389,555
310.0661217083187,1.0,1070.2933612130612,854.8891062580828,118.84230163872158,41.0,57.51649709569359,0.16086250705027239,373
11200.216310548607,7.0,8368.986584774982,21175.54946708872,2.8775126239270477,85.0,26.7542149363244,1.3190764014061283,478
15592.336634626383,20.0,28517.406586398964,38619.81571619081,4170.24603757229,94.0,29.35198946251818,1.563867934152646,475
4727.864268553168,7.0,9470.66623108095,12572.087366675301,906.0375828477568,185.0,20.091814648013575,0.5837800619963552,452
10689.570539738112,31.0,17777.986692040446,28967.999458638245,1245.6284494078066,472.0,20.331894042634094,1.010954164376937,507
2616.774872040859,19.0,362.68384747721535,623.5705069357668,18.964525525984456,24.0,61.78434696257249,2.706466806355802,417
2319.5080022700286,28.0,1846.0619954969316,1145.8992143558353,1271.3648975249553,77.0,4.943158857574269,2.2245568935597957,443
6789.38676886803,2.0,16764.53392661692,31060.39786795135,2348.237710763206,199.0,17.846668572143912,0.19202197058370113,468
20168.771035183385,28.0,8156.826246168223,19326.650651573756,296.2527695396901,640.0,27.86754662300375,0.6545025157921219,542
190.1721313307425,0.0,4726.314559396256,2914.8993092866335,276.87353584752907,8.0,45.25552474108419,0.2671575593343359,358
964.0783302684966,0.0,2611.626156567186,2759.9229118590642,237.56181898175964,129.0,3.1770280183504345,0.008169325875597513,386
1404.0424319827412,6.0,9267.447845890749,19082.047226647468,31.794462166553267,584.0,7.976334741187502,0.07526140812921345,493
857.8152016405132,4.0,4786.007130283289,7445.020621391243,534.4457421454522,36.0,62.20111221248957,1.1309356675611415,398
705.3640773194968,5.0,1455.5494142102684,2686.205723671421,636.53056892311,125.0,7.203796770067602,0.4967577573494174,462
1559.2062615536993,25.0,3010.8509085306346,7228.626224789216,1010.8137584508887,128.0,7.798372511992463,1.0453564205913048,488
23137.2609625743,46.0,36888.01615554309,88958.03569540034,168.0372110661198,1005.0,2.988540565539583,0.3087844071446707,608
304.07614029835435,1.0,13389.824830146466,19039.88487134737,1559.444259470555,34.0,39.19773049026206,0.16574502552918713,412
10615.20301711904,10.0,217.5385652790336,1273.5504298779192,33.10940491414686,232.0,3.4106846822131605,0.4621699113696833,530
2887.417927401389,7.0,11457.128863835022,11972.685007791602,997.2860446786626,21.0,46.93813471471603,1.110430283861361,403
2581.26520008143,78.0,20340.025087483762,43107.24378466324,2123.417663276517,590.0,18.538076522375864,1.9548608566134904,540
3189.265438246606,17.0,2114.327594288267,2324.3700131239493,1541.7690334545703,242.0,9.356548436808264,0.5232025172008332,463
9275.139254124764,27.0,4475.186585795307,7187.068735687315,5390.786898159074,50.0,57.849393876105665,2.271526137634637,440
5286.800575958896,0.0,2308.598959709921,1861.3139080118149,200.47883182900205,66.0,31.968332654233805,0.016449863936534595,383
16650.96016931511,82.0,25085.768517370547,58325.549923987026,1859.754963946419,688.0,1.1554483224840086,2.1316381382997847,603
41386.79605707325,86.0,33049.30003031897,50792.79057436614,1015.1895619707709,916.0,8.283428718458108,1.6590811841527853,657
2366.5343587218226,1.0,146.5885215385087,231.8279252775155,128.57877068557363,233.0,74.2582068400567,0.03923371017780662,411
41.18686087440253,1.0,6895.314783330176,5888.484511020655,667.9091669403745,12.0,61.15289710879104,0.2763355305075673,371
9795.424062493496,20.0,4993.239172798267,14657.057778981438,119.8658056321348,508.0,13.140986784483756,0.8836401861770716,525
37843.71439673325,6.0,17972.685402485713,30963.73907652715,75.60847604165384,398.0,4.051230726512491,0.08578510289855795,568
4858.597764633362,102.0,34492.566453198975,66527.13984460125,1388.1297381742443,590.0,10.773335823014254,3.4778850258685385,568
2495.2893828760393,14.0,3265.5747884616258,6972.767465168037,230.33451536811384,143.0,30.660930812975746,0.44303547304184976,456
9438.2729069763,2.0,4535.473775394757,7189.1183358868275,5.5158995192925575,345.0,24.266388310618744,0.02338493394740442,471
35.36200695720765,0.0,3619.1304605087325,5312.829210119436,1.8092809905246672,96.0,15.511632331680806,0.00016380478395368436,395
72735.76532248249,87.0,55532.52736141304,126363.65176973294,5016.333492674533,674.0,1.4028363780111968,2.2033411171262083,740
37251.39873453946,59.0,23310.076519830898,56175.02850303331,1616.091429897722,448.0,3.802682072604122,2.386824782356492,620
4898.88499747654,50.0,14717.99560847906,29466.79282130378,830.0222906770395,767.0,36.73044391200971,0.672622191072289,515
6358.473320114073,1.0,6178.977996950166,7684.500140568088,2087.4778980553647,71.0,69.55085570721171,0.24582489830106852,403
18721.023979930684,54.0,13776.510046908512,37179.514785833366,1437.9315789929663,708.0,10.18450655321285,1.222879303083966,583
3840.089974567713,13.0,5884.928722050902,9932.128238169475,50.922582927972094,422.0,4.913039370622276,0.3571214098599242,491
7999.92565484027,18.0,10727.112332011253,17017.9725603187,655.7538778369533,469.0,33.281672202742726,0.773206627285843,477
629.1961065517768,51.0,1657.9500587919217,1913.4055748458834,2663.209760900311,174.0,60.87226986773546,2.5320368261996617,430
2737.5791964240766,8.0,4693.657181748878,10177.139102798646,766.2150700523034,250.0,15.657545813374504,0.3613102679909615,473
16309.978620404132,1.0,2164.6810157494947,2309.0056839346953,19.869467454466854,326.0,21.229980453725922,0.002405059170418255,474
574.5861955903365,26.0,44685.315811241046,61301.81852200572,5584.19043626305,195.0,18.843357964135045,1.1573279023811998,459
13988.924751784429,26.0,39574.243394348734,93169.81152472853,2076.047677076165,615.0,1.3497396355224602,0.3328508939702217,551
78813.71997180226,22.0,50940.06331224031,103249.01474096418,4469.452272320151,494.0,7.164692120450581,0.4628887923221183,677
4843.704696106489,1.0,10487.429969491153,17021.73365628852,359.439766634954,81.0,20.605004085625573,0.06543581086425501,449
901.2603991439587,34.0,5041.233074966566,8745.583253682467,1481.8452209920529,76.0,13.129457213904265,2.0464879896187367,474
15173.817315042168,11.0,14063.951629973,34316.31087521524,142.30613728633693,343.0,13.46996951830777,0.27219267935589275,516
29572.572272352998,198.0,15138.098828206976,32509.133620624525,1747.0237923861898,886.0,3.3957450448381663,3.9198380904454186,727
48.80552183644357,1.0,123.12436259996694,121.08948195487682,13.609644907812942,27.0,136.99177231267174,0.4642078833759005,377
14239.247129691725,12.0,10119.026708549914,23792.31499264275,2461.276949101877,528.0,6.164091859998564,0.280942857028866,531
13000.99650738077,7.0,214.98264564227122,284.0616917588122,13.732930003734817,65.0,21.743581978474307,0.34142371133124716,464
8919.983808587773,4.0,15213.405316476554,37096.27957218048,373.8912602041804,143.0,8.142299647772436,0.4057198883444273,490
